title,address,price,floor,overall floor,rooms,square,images
Квартира на Арбате.5 мин до метро,Москва ЦАО р-н Арбат Новинский бул. 16А,3 600,1,6,2,45 ,https://cdn-p.cian.site/images/04/630/601/posutochnaja-kvartira-moskva-novinskiy-bulvar-1060364033-4.jpg https://cdn-p.cian.site/images/04/630/601/posutochnaja-kvartira-moskva-novinskiy-bulvar-1060364033-4.jpg https://cdn-p.cian.site/images/04/630/601/posutochnaja-kvartira-moskva-novinskiy-bulvar-1060364031-2.jpg https://cdn-p.cian.site/images/73/341/501/posutochnaja-kvartira-moskva-novinskiy-bulvar-1051433750-2.jpg https://cdn-p.cian.site/images/04/630/601/posutochnaja-kvartira-moskva-novinskiy-bulvar-1060364028-2.jpg
Sky Light. 57 этаж Башни Империя,Москва ЦАО р-н Пресненский наб. Пресненская 6с2,15 000,57,58,1,60 ,https://cdn-p.cian.site/images/2/151/156/kvartira-moskva-presnenskaya-naberezhnaya-651151205-4.jpg https://cdn-p.cian.site/images/2/151/156/kvartira-moskva-presnenskaya-naberezhnaya-651151205-4.jpg https://cdn-p.cian.site/images/2/151/156/kvartira-moskva-presnenskaya-naberezhnaya-651151204-2.jpg https://cdn-p.cian.site/images/2/151/156/kvartira-moskva-presnenskaya-naberezhnaya-651151201-2.jpg https://cdn-p.cian.site/images/2/151/156/kvartira-moskva-presnenskaya-naberezhnaya-651151200-2.jpg
Выгодное предложение,Москва ЗАО р-н Дорогомилово Бережковская наб. 10,2 600,2,5,1,30 ,https://cdn-p.cian.site/images/43/336/001/posutochnaja-kvartira-moskva-berezhkovskaya-naberezhnaya-1006333444-4.jpg https://cdn-p.cian.site/images/43/336/001/posutochnaja-kvartira-moskva-berezhkovskaya-naberezhnaya-1006333444-4.jpg https://cdn-p.cian.site/images/43/336/001/posutochnaja-kvartira-moskva-berezhkovskaya-naberezhnaya-1006333445-2.jpg https://cdn-p.cian.site/images/43/336/001/posutochnaja-kvartira-moskva-berezhkovskaya-naberezhnaya-1006333455-2.jpg https://cdn-p.cian.site/images/43/336/001/posutochnaja-kvartira-moskva-berezhkovskaya-naberezhnaya-1006333450-2.jpg
Деревенский уют в центре столицы,Москва ЦАО р-н Таганский Марксистская ул. 5,2 900,7,17,1,39 ,https://cdn-p.cian.site/images/48/199/301/posutochnaja-kvartira-moskva-marksistskaya-ulica-1039918470-4.jpg https://cdn-p.cian.site/images/48/199/301/posutochnaja-kvartira-moskva-marksistskaya-ulica-1039918470-4.jpg https://cdn-p.cian.site/images/48/199/301/posutochnaja-kvartira-moskva-marksistskaya-ulica-1039918468-2.jpg https://cdn-p.cian.site/images/48/199/301/posutochnaja-kvartira-moskva-marksistskaya-ulica-1039918471-2.jpg https://cdn-p.cian.site/images/48/199/301/posutochnaja-kvartira-moskva-marksistskaya-ulica-1039918474-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ЮАО р-н Даниловский Автозаводская ул. 23К7,2 500,4,4,1,35 ,https://cdn-p.cian.site/images/42/338/501/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1058332415-4.jpg https://cdn-p.cian.site/images/42/338/501/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1058332415-4.jpg https://cdn-p.cian.site/images/42/338/501/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1058332414-2.jpg https://cdn-p.cian.site/images/42/338/501/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1058332417-2.jpg https://cdn-p.cian.site/images/42/338/501/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1058332416-2.jpg
2-комн. кв. 47 м? 4/9 этаж,Москва ЮАО р-н Орехово-Борисово Северное Шипиловская ул. 38,2 500,4,9,2,47 ,https://cdn-p.cian.site/images/4/689/065/kvartira-moskva-shipilovskaya-ulica-560986487-4.jpg https://cdn-p.cian.site/images/4/689/065/kvartira-moskva-shipilovskaya-ulica-560986487-4.jpg https://cdn-p.cian.site/images/4/689/065/kvartira-moskva-shipilovskaya-ulica-560986491-2.jpg https://cdn-p.cian.site/images/5/689/065/kvartira-moskva-shipilovskaya-ulica-560986526-2.jpg https://cdn-p.cian.site/images/5/689/065/kvartira-moskva-shipilovskaya-ulica-560986560-2.jpg
ЛОФТ-1 2х уровневые,Москва ЮАО р-н Даниловский Автозаводская ул. 23К7,3 100,4,4,2,40 ,https://cdn-p.cian.site/images/5/351/876/kvartira-moskva-avtozavodskaya-ulica-678153579-4.jpg https://cdn-p.cian.site/images/5/351/876/kvartira-moskva-avtozavodskaya-ulica-678153579-4.jpg https://cdn-p.cian.site/images/0/451/876/kvartira-moskva-avtozavodskaya-ulica-678154017-2.jpg https://cdn-p.cian.site/images/0/451/876/kvartira-moskva-avtozavodskaya-ulica-678154026-2.jpg https://cdn-p.cian.site/images/7/351/876/kvartira-moskva-avtozavodskaya-ulica-678153782-2.jpg
Новые 1 в Тушино!,Москва СЗАО р-н Северное Тушино Планерная ул. 5К3,3 000,9,12,1,39 ,https://cdn-p.cian.site/images/5/601/089/posutochnaja-kvartira-moskva-planernaya-ulica-980106583-4.jpg https://cdn-p.cian.site/images/5/601/089/posutochnaja-kvartira-moskva-planernaya-ulica-980106583-4.jpg https://cdn-p.cian.site/images/5/601/089/posutochnaja-kvartira-moskva-planernaya-ulica-980106584-2.jpg https://cdn-p.cian.site/images/5/601/089/posutochnaja-kvartira-moskva-planernaya-ulica-980106592-2.jpg https://cdn-p.cian.site/images/6/601/089/posutochnaja-kvartira-moskva-planernaya-ulica-980106600-2.jpg
2-комн. кв. 45 м? 3/14 этаж,Москва ЮВАО р-н Печатники Шоссейная ул. 70к2,3 000,3,14,2,45 ,https://cdn-p.cian.site/images/25/071/601/posutochnaja-kvartira-moskva-shosseynaya-ulica-1061705291-4.jpg https://cdn-p.cian.site/images/25/071/601/posutochnaja-kvartira-moskva-shosseynaya-ulica-1061705291-4.jpg https://cdn-p.cian.site/images/25/071/601/posutochnaja-kvartira-moskva-shosseynaya-ulica-1061705298-2.jpg https://cdn-p.cian.site/images/25/071/601/posutochnaja-kvartira-moskva-shosseynaya-ulica-1061705283-2.jpg https://cdn-p.cian.site/images/35/071/601/posutochnaja-kvartira-moskva-shosseynaya-ulica-1061705300-2.jpg
Уют и роскошь в ЖК Лайнер,Москва САО р-н Хорошевский Ходынский бул. 20А,4 000,8,15,1,32 ,https://cdn-p.cian.site/images/62/931/601/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1061392654-4.jpg https://cdn-p.cian.site/images/62/931/601/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1061392654-4.jpg https://cdn-p.cian.site/images/62/931/601/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1061392632-2.jpg https://cdn-p.cian.site/images/52/931/601/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1061392546-2.jpg https://cdn-p.cian.site/images/62/931/601/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1061392692-2.jpg
Студия 33 м? 2/15 этаж,Москва САО р-н Хорошевский Ходынский бул. 2,4 550,2,15,1,33 ,https://cdn-p.cian.site/images/92/168/501/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1058612997-4.jpg https://cdn-p.cian.site/images/92/168/501/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1058612997-4.jpg https://cdn-p.cian.site/images/92/168/501/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1058612985-2.jpg https://cdn-p.cian.site/images/92/168/501/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1058612988-2.jpg https://cdn-p.cian.site/images/03/168/501/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1058613001-2.jpg
Квартира Посуточно,Москва СВАО р-н Ярославский Ярославское ш. 116К2,1 200,5,16,1,23 ,https://cdn-p.cian.site/images/7/452/489/posutochnaja-kvartira-moskva-yaroslavskoe-shosse-984254737-4.jpg https://cdn-p.cian.site/images/7/452/489/posutochnaja-kvartira-moskva-yaroslavskoe-shosse-984254737-4.jpg https://cdn-p.cian.site/images/7/452/489/posutochnaja-kvartira-moskva-yaroslavskoe-shosse-984254745-2.jpg https://cdn-p.cian.site/images/7/452/489/posutochnaja-kvartira-moskva-yaroslavskoe-shosse-984254744-2.jpg https://cdn-p.cian.site/images/7/452/489/posutochnaja-kvartira-moskva-yaroslavskoe-shosse-984254743-2.jpg
Тусовки на крыше небоскреба Сити,Москва ЦАО р-н Пресненский наб. Пресненская 12,150 000,61,62,1,1 050 ,https://cdn-p.cian.site/images/5/993/189/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-981399549-4.jpg https://cdn-p.cian.site/images/5/993/189/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-981399549-4.jpg https://cdn-p.cian.site/images/5/993/189/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-981399546-2.jpg https://cdn-p.cian.site/images/5/993/189/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-981399543-2.jpg https://cdn-p.cian.site/images/5/993/189/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-981399547-2.jpg
2-комн. кв. 57 м? 16/22 этаж,Москва ЮАО р-н Братеево Алма-Атинская ул. 2,2 500,16,22,2,57 ,https://cdn-p.cian.site/images/1/499/165/kvartira-moskva-almaatinskaya-ulica-561994159-4.jpg https://cdn-p.cian.site/images/1/499/165/kvartira-moskva-almaatinskaya-ulica-561994159-4.jpg https://cdn-p.cian.site/images/1/499/165/kvartira-moskva-almaatinskaya-ulica-561994156-2.jpg https://cdn-p.cian.site/images/0/699/165/kvartira-moskva-almaatinskaya-ulica-561996063-2.jpg https://cdn-p.cian.site/images/1/499/165/kvartira-moskva-almaatinskaya-ulica-561994154-2.jpg
Премиум апарт.,Москва ЦАО р-н Пресненский Кудринская пл. 1,3 000,4,31,1,43 ,https://cdn-p.cian.site/images/7/405/437/kvartira-moskva-kudrinskaya-ploshcad-734504784-4.jpg https://cdn-p.cian.site/images/7/405/437/kvartira-moskva-kudrinskaya-ploshcad-734504784-4.jpg https://cdn-p.cian.site/images/7/405/437/kvartira-moskva-kudrinskaya-ploshcad-734504784-2.jpg https://cdn-p.cian.site/images/7/405/437/kvartira-moskva-kudrinskaya-ploshcad-734504785-2.jpg https://cdn-p.cian.site/images/8/405/437/kvartira-moskva-kudrinskaya-ploshcad-734504824-2.jpg
Квартира с видом на Кремль,Москва ЦАО р-н Арбат ул. Новый Арбат 16,3 500,18,24,2,60 ,https://cdn-p.cian.site/images/8/412/073/kvartira-moskva-ulica-novyy-arbat-370214899-4.jpg https://cdn-p.cian.site/images/8/412/073/kvartira-moskva-ulica-novyy-arbat-370214899-4.jpg https://cdn-p.cian.site/images/8/412/073/kvartira-moskva-ulica-novyy-arbat-370214877-2.jpg https://cdn-p.cian.site/images/8/412/073/kvartira-moskva-ulica-novyy-arbat-370214884-2.jpg https://cdn-p.cian.site/images/8/412/073/kvartira-moskva-ulica-novyy-arbat-370214898-2.jpg
Скай Сьюты 60+ этаж Башня Нева,Москва ЦАО р-н Пресненский 1-й Красногвардейский проезд 22с1,13 500,60,79,1,60 ,https://cdn-p.cian.site/images/04/062/001/posutochnaja-kvartira-moskva-1y-krasnogvardeyskiy-proezd-1002604037-4.jpg https://cdn-p.cian.site/images/04/062/001/posutochnaja-kvartira-moskva-1y-krasnogvardeyskiy-proezd-1002604037-4.jpg https://cdn-p.cian.site/images/04/062/001/posutochnaja-kvartira-moskva-1y-krasnogvardeyskiy-proezd-1002604033-2.jpg https://cdn-p.cian.site/images/04/062/001/posutochnaja-kvartira-moskva-1y-krasnogvardeyskiy-proezd-1002604027-2.jpg https://cdn-p.cian.site/images/04/062/001/posutochnaja-kvartira-moskva-1y-krasnogvardeyskiy-proezd-1002604038-2.jpg
1 с кинотеатром в Сити.,Москва ЦАО р-н Пресненский 1-й Красногвардейский проезд 21с2,16 000,23,85,2,80 ,https://cdn-p.cian.site/images/6/249/928/kvartira-moskva-1y-krasnogvardeyskiy-proezd-829942693-4.jpg https://cdn-p.cian.site/images/6/249/928/kvartira-moskva-1y-krasnogvardeyskiy-proezd-829942693-4.jpg https://cdn-p.cian.site/images/6/249/928/kvartira-moskva-1y-krasnogvardeyskiy-proezd-829942683-2.jpg https://cdn-p.cian.site/images/6/249/928/kvartira-moskva-1y-krasnogvardeyskiy-proezd-829942689-2.jpg https://cdn-p.cian.site/images/6/249/928/kvartira-moskva-1y-krasnogvardeyskiy-proezd-829942691-2.jpg
Генеральская квартира на Арбате!,Москва ЦАО р-н Арбат ул. Новый Арбат 31/12,5 500,5,12,3,85 ,https://cdn-p.cian.site/images/5/812/897/kvartira-moskva-ulica-novyy-arbat-798218566-4.jpg https://cdn-p.cian.site/images/5/812/897/kvartira-moskva-ulica-novyy-arbat-798218566-4.jpg https://cdn-p.cian.site/images/5/812/897/kvartira-moskva-ulica-novyy-arbat-798218558-2.jpg https://cdn-p.cian.site/images/5/812/897/kvartira-moskva-ulica-novyy-arbat-798218564-2.jpg https://cdn-p.cian.site/images/5/812/897/kvartira-moskva-ulica-novyy-arbat-798218561-2.jpg
АКЦИЯ -200 рублей в сутки *,Москва САО р-н Дмитровский Дмитровское ш. 107к2,3 500,12,24,2,65 ,https://cdn-p.cian.site/images/9/978/589/posutochnaja-kvartira-moskva-dmitrovskoe-shosse-985879928-4.jpg https://cdn-p.cian.site/images/9/978/589/posutochnaja-kvartira-moskva-dmitrovskoe-shosse-985879928-4.jpg https://cdn-p.cian.site/images/9/978/589/posutochnaja-kvartira-moskva-dmitrovskoe-shosse-985879928-2.jpg https://cdn-p.cian.site/images/9/978/589/posutochnaja-kvartira-moskva-dmitrovskoe-shosse-985879921-2.jpg https://cdn-p.cian.site/images/9/978/589/posutochnaja-kvartira-moskva-dmitrovskoe-shosse-985879930-2.jpg
Самое выгодное предложение дня!!!,Москва ЮЗАО р-н Коньково Профсоюзная ул. 69,2 800,2,15,1,22 ,https://cdn-p.cian.site/images/4/693/018/kvartira-moskva-profsoyuznaya-ulica-810396463-4.jpg https://cdn-p.cian.site/images/4/693/018/kvartira-moskva-profsoyuznaya-ulica-810396463-4.jpg https://cdn-p.cian.site/images/7/293/018/kvartira-moskva-profsoyuznaya-ulica-810392759-2.jpg https://cdn-p.cian.site/images/5/393/018/kvartira-moskva-profsoyuznaya-ulica-810393555-2.jpg https://cdn-p.cian.site/images/6/393/018/kvartira-moskva-profsoyuznaya-ulica-810393692-2.jpg
3 мин пешком от метро Маяковская,Москва ЦАО р-н Тверской Старопименовский пер. 8,3 000,5,5,1,30 ,https://cdn-p.cian.site/images/8/948/526/kvartira-moskva-staropimenovskiy-pereulok-625849871-4.jpg https://cdn-p.cian.site/images/8/948/526/kvartira-moskva-staropimenovskiy-pereulok-625849871-4.jpg https://cdn-p.cian.site/images/8/948/526/kvartira-moskva-staropimenovskiy-pereulok-625849872-2.jpg https://cdn-p.cian.site/images/8/948/526/kvartira-moskva-staropimenovskiy-pereulok-625849873-2.jpg https://cdn-p.cian.site/images/8/948/526/kvartira-moskva-staropimenovskiy-pereulok-625849875-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ЮАО р-н Нагатинский затон Нагатинская наб. 44к1,3 700,14,20,3,78 ,https://cdn-p.cian.site/images/9/367/217/kvartira-moskva-nagatinskaya-naberezhnaya-712763947-4.jpg https://cdn-p.cian.site/images/9/367/217/kvartira-moskva-nagatinskaya-naberezhnaya-712763947-4.jpg https://cdn-p.cian.site/images/9/367/217/kvartira-moskva-nagatinskaya-naberezhnaya-712763944-2.jpg https://cdn-p.cian.site/images/9/367/217/kvartira-moskva-nagatinskaya-naberezhnaya-712763946-2.jpg https://cdn-p.cian.site/images/9/367/217/kvartira-moskva-nagatinskaya-naberezhnaya-712763947-2.jpg
Студия в центре жк бизнес класса,Москва САО р-н Хорошевский Ходынский бул. 20А,3 700,8,15,1,35 ,https://cdn-p.cian.site/images/59/453/301/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1033549561-4.jpg https://cdn-p.cian.site/images/59/453/301/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1033549561-4.jpg https://cdn-p.cian.site/images/59/453/301/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1033549525-2.jpg https://cdn-p.cian.site/images/59/453/301/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1033549538-2.jpg https://cdn-p.cian.site/images/59/453/301/posutochnaja-kvartira-moskva-hodynskiy-bulvar-1033549543-2.jpg
1-комн. кв. 21 м? 2/8 этаж,Москва ЮАО р-н Даниловский Автозаводская ул. 19К1,2 200,2,8,1,21 ,https://cdn-p.cian.site/images/52/232/501/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1052322597-4.jpg https://cdn-p.cian.site/images/52/232/501/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1052322597-4.jpg https://cdn-p.cian.site/images/52/232/501/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1052322596-2.jpg https://cdn-p.cian.site/images/52/232/501/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1052322592-2.jpg https://cdn-p.cian.site/images/52/232/501/posutochnaja-kvartira-moskva-avtozavodskaya-ulica-1052322590-2.jpg
Доходный дом Амстердам,Москва ЮЗАО р-н Коньково Профсоюзная ул. 69,3 000,15,15,2,36 ,https://cdn-p.cian.site/images/4/956/758/kvartira-moskva-profsoyuznaya-ulica-857659410-4.jpg https://cdn-p.cian.site/images/4/956/758/kvartira-moskva-profsoyuznaya-ulica-857659410-4.jpg https://cdn-p.cian.site/images/4/956/758/kvartira-moskva-profsoyuznaya-ulica-857659409-2.jpg https://cdn-p.cian.site/images/4/956/758/kvartira-moskva-profsoyuznaya-ulica-857659423-2.jpg https://cdn-p.cian.site/images/4/956/758/kvartira-moskva-profsoyuznaya-ulica-857659407-2.jpg
2-комн. кв. 50 м? 9/9 этаж,Москва ЦАО р-н Замоскворечье ул. Зацепский Вал 2С2,3 200,9,9,2,50 ,https://cdn-p.cian.site/images/8/627/379/kvartira-moskva-ulica-zacepskiy-val-973726859-4.jpg https://cdn-p.cian.site/images/8/627/379/kvartira-moskva-ulica-zacepskiy-val-973726859-4.jpg https://cdn-p.cian.site/images/8/627/379/kvartira-moskva-ulica-zacepskiy-val-973726853-2.jpg https://cdn-p.cian.site/images/8/627/379/kvartira-moskva-ulica-zacepskiy-val-973726852-2.jpg https://cdn-p.cian.site/images/8/627/379/kvartira-moskva-ulica-zacepskiy-val-973726858-2.jpg
1-комн. кв. 39 м? 8/9 этаж,Москва ЦАО р-н Арбат Смоленская ул. 10,2 800,8,9,1,39 ,https://cdn-p.cian.site/images/6/668/279/kvartira-moskva-smolenskaya-ulica-972866685-4.jpg https://cdn-p.cian.site/images/6/668/279/kvartira-moskva-smolenskaya-ulica-972866685-4.jpg https://cdn-p.cian.site/images/9/668/279/kvartira-moskva-smolenskaya-ulica-972866915-2.jpg https://cdn-p.cian.site/images/0/768/279/kvartira-moskva-smolenskaya-ulica-972867067-2.jpg https://cdn-p.cian.site/images/4/768/279/kvartira-moskva-smolenskaya-ulica-972867463-2.jpg
1 мин от метро!,Москва СВАО р-н Отрадное Алтуфьевское ш. 2,2 490,12,16,1,35 ,https://cdn-p.cian.site/images/2/629/019/kvartira-moskva-altufevskoe-shosse-910926242-4.jpg https://cdn-p.cian.site/images/2/629/019/kvartira-moskva-altufevskoe-shosse-910926242-4.jpg https://cdn-p.cian.site/images/2/629/019/kvartira-moskva-altufevskoe-shosse-910926243-2.jpg https://cdn-p.cian.site/images/2/629/019/kvartira-moskva-altufevskoe-shosse-910926244-2.jpg https://cdn-p.cian.site/images/2/629/019/kvartira-moskva-altufevskoe-shosse-910926246-2.jpg
